Номер позиции,ЮЛ,Локация,Подразделение,Отдел,Группа,Должность,ФИО,Тип работы
БСЗ1712,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1713,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1714,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1715,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Северная Македония""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1716,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,БП/Цифра
БСЗ1717,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Австро-венгрия""","Группа ""Ганновер""",Руководитель проекта,Вакансия,Сервис
БСЗ1718,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Бизнес
БСЗ1719,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1720,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Казахстан""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1721,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Казахстан""","Группа ""Ганновер""",Специалист,Вакансия,БП/Цифра
БСЗ1722,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Казахстан""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1723,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Австро-венгрия""","Группа ""Ганновер""",Руководитель проекта,Вакансия,Бизнес
БСЗ1724,БСЗ,Брусника.Московская область,"Подразделение ""Гермес""",,,Специалист,Вакансия,Бизнес
БСЗ1725,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1726,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,БП/Цифра
БСЗ1727,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Северная Македония""","Группа ""Ганновер""",Специалист,Вакансия,Сервис
БСЗ1728,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1729,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1730,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1731,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,БП/Цифра
БСЗ1732,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1733,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1734,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1735,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1736,БСЗ,Брусника.Московская область,,"Отдел ""Кипр""","Группа ""Скопье""",Специалист,Вакансия,БП/Цифра
БСЗ1737,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Сервис
